,SrNo,Nature of Accident,Classification of Accident,Causes,Road Feature,Road Condition,Intersection Type and Control,Weather Condition,VehicleResponsible,Fatal,Grevious,Minor,Injured,Help Provided by Ambulance/Patrol,Remarks,Encoded_VehicleResponsible,Hospital,AccYear,AccMonth,AccDay,HourOfAccident,TimeOfAccAMPM_AM,TimeOfAccAMPM_PM
356,357.0,overspeed,2,2 & 5,fourlane,straight,junction,fine,Truck over speed and hit to LCV,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,car,hoskoteH,2016.0,8.0,24.0,11,0,1
357,358.0,headoncollision,1,2 & 4,fourlane,straight,junction,fine,Fault of driver of Motor vehicle,1,0,0,0,Petrol Vehicle,The fatal body shifted to SNR Hospital,,snrH,2015.0,8.0,24.0,8,0,1
358,359.0,overspeed,2 & 3 & 4,2 & 5,fourlane,straight,junction,fine,BBMP vehicle break down in Main carriage way another vehicle back side coming over speed the vehicle hit to the break down vehicle and vehicle skidding in centre of the road oppsite side KSRTC bus come in the main carraigeway that vehicle suddenly break the vehcile to hit median guard rail,0,4,3,2,Ambulance/Petrol Vehicle,Injured peoples are shifted to Hospital KR Puram,bus,kr puramH,2014.0,8.0,24.0,10,0,1
359,360.0,headoncollision,3,1,fourlane,straight,junction,fine,Car over speed and hit to jeep,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2015.0,7.0,24.0,1,1,0
360,361.0,headoncollision,3,2,fourlane,straight,junction,fine,Multi axle over speed and hit to LCV,0,0,1,0,Ambulance,The injured person shifted to MVJ Hospital,car,MVJH,2016.0,6.0,24.0,10,0,1
361,362.0,overspeed,1,2 & 7,fourlane,slightcurve,junction,fine,Bus over speed and Hit to Road crossing Pedestrian,1,0,0,0,Ambulance,The fatal body shifted to Jalappa Hospital,bus,JalappaH,2016.0,6.0,24.0,4,0,1
362,363.0,skidding,1,7,fourlane,straight,junction,fine,Bus over speed and Hit to Road crossing Pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,bus,JalappaH,2016.0,6.0,24.0,4,0,1
363,364.0,overspeed,3,2 & 5,fourlane,straight,tjunction,fine,Car over speed and Hit to LCV,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital,car,JalappaH,2015.0,6.0,24.0,5,0,1
364,365.0,others,3,2 & 3,fourlane,straight,junction,fine,LCV over speed vehicle out of control self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital,car,JalappaH,2016.0,4.0,24.0,12,1,0
365,366.0,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Car U turn the opening that time opposite car over speed and hit to car,0,3,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2016.0,4.0,24.0,4,1,0
366,367.0,headoncollision,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to truck,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,twowheeler,hoskoteH,2018.0,2.0,24.0,1,0,1
367,368.0,skidding,2,2 & 3,fourlane,slightcurve,junction,fine,Car over speed self accident,0,3,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2017.0,2.0,24.0,7,0,1
368,369.0,skidding,1,2 & 3 & 4,fourlane,straight,junction,fine,Car over speed Tyre blast vehicle out of control,1,0,0,0,Ambulance,The fatal body shifted to Jalappa Hospital,car,JalappaH,2016.0,2.0,24.0,6,1,0
369,370.0,skidding,3,2 & 3,fourlane,straight,junction,fine,Car over speed vehicle out of control Self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital,car,JalappaH,2016.0,2.0,24.0,7,1,0
370,371.0,headoncollision,3,2 & 5,fourlane,slightcurve,junction,fine,Car over speed and Hit to Govt. Bus,0,0,3,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital,bus,JalappaH,2016.0,2.0,24.0,8,0,1
371,372.0,overspeed,1,2 & 5,fourlane,straight,junction,fine,Truck over speed and hit to Two wheeler,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,twowheeler,JalappaH,2017.0,12.0,24.0,3,0,1
372,373.0,rightturncollision,3,4,fourlane,straight,junction,fine,Car over speed and hit to Two wheeler,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2015.0,12.0,24.0,11,0,1
373,374.0,others,2,1,fourlane,slightcurve,junction,fine,Drunk & Drive Bike,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2014.0,12.0,24.0,9,0,1
374,375.0,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Truck over speed and hit to Car,0,0,1,0,Petrol Vehicle,Minor injured Vehicle shifted to Kolar Traffic police station,car,,2017.0,11.0,24.0,9,1,0
375,376.0,skidding,3,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to two wheeler,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2016.0,11.0,24.0,1,0,1
376,377.0,skidding,2,2 & 3,fourlane,straight,junction,fine,Bike over speed and vehicle skidding,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2014.0,11.0,24.0,5,0,1
377,378.0,skidding,3 & 4,2 & 9,fourlane,straight,junction,fine,Car over speed self accident. Defects in mechanical condition,0,0,1,2,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2016.0,10.0,24.0,11,1,0
378,379.0,skidding,3 & 4,2 & 9,fourlane,straight,junction,fine,Car over speed self accident. Defects in mechanical condition,0,0,1,2,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2016.0,10.0,24.0,11,1,0
379,380.0,skidding,3,2 & 3,fourlane,straight,junction,fine,Two wheeler over speed and skidding,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2015.0,10.0,24.0,10,0,1
380,381.0,skidding,3,9,fourlane,straight,junction,fine,Self accident,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,,JalappaH,2016.0,9.0,23.0,5,0,1
381,382.0,skidding,1,2 & 3,fourlane,slightcurve,junction,fine,Two wheeler over speed and skidding,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital,twowheeler,MVJH,2015.0,9.0,23.0,11,1,0
382,383.0,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and Hit to LCV,0,0,1,0,Petrol Vehicle,There is no problem in minor injured trafficclear,car,,2016.0,8.0,23.0,4,0,1
383,384.0,headoncollision,2,2 & 4,fourlane,straight,junction,fine,Car over speed and hit to Two wheeler,0,2,0,0,Ambulance,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2015.0,8.0,23.0,5,0,1
384,385.0,overspeed,2,2 & 3 & 4,fourlane,straight,junction,fine,Truck over speed and Hit to the Two wheeler,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2015.0,8.0,23.0,11,0,1
385,386.0,others,2 & 3 & 4,5,fourlane,slightcurve,junction,fine,Omni car wrong side driving Hit to Tata Indica,0,2,1,2,Ambulance/Petrol Vehicle,The injured persons shifted to SNR Hospital,car,snrH,2014.0,8.0,23.0,2,0,1
386,387.0,overspeed,3 & 4,2 & 3,fourlane,straight,junction,fine,TATA Ace Break Down vehicle parked in shoulder side another one vehicle Back side car over speed and Hit to TATA Ace and Median lane Car was over speed suddenly vehicle out off control again hit to shoulder lane car Total this portion contnius 6 vehicle are accident,0,0,4,6,Ambulance/Petrol Vehicle,Traffic Clear and Injured persons shifted to Hospital KR Puram,car,kr puramH,2014.0,8.0,23.0,11,0,1
387,388.0,skidding,2,2,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2017.0,7.0,23.0,11,0,1
388,389.0,headoncollision,1,2 & 3,fourlane,straight,junction,fine,Car over speed vehicle out of control,1,0,0,0,Petrol Vehicle,The fatal body shifted to SNR Hospital,car,snrH,2015.0,7.0,23.0,6,1,0
389,390.0,overspeed,3,2 & 5,fourlane,straight,junction,fine,LCV hit to Bike,0,0,2,0,Ambulance,The minor injured person shifted to Hospital,car,,2015.0,7.0,23.0,7,0,1
390,391.0,skidding,1,2 & 3,fourlane,straight,junction,fine,Bike over speed and Hit to the tanker,1,0,0,0,Petrol Vehicle,The fatal body shifted to Jalappa Hospital,twowheeler,JalappaH,2015.0,7.0,23.0,3,0,1
391,392.0,headoncollision,3,2 & 4,fourlane,straight,tjunction,fine,LCV over speed and hit to Two wheeler,0,0,3,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,car,JalappaH,2016.0,6.0,23.0,7,0,1
392,393.0,headoncollision,3 & 4,2 & 5,fourlane,straight,tjunction,fine,LCV over speed and Hit to Two wheeler,0,1,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,car,JalappaH,2016.0,6.0,23.0,7,0,1
393,394.0,overspeed,2,2 & 4,fourlane,straight,junction,fine,Car over speed and hit to Two wheeler on over turn,0,1,0,0,Ambulance,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2016.0,6.0,23.0,11,1,0
394,395.0,skidding,2,2 & 5,fourlane,straight,junction,fine,Fault of car vehicle over speed and hit to bike,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2015.0,6.0,23.0,10,1,0
395,396.0,overspeed,2 & 3,2 & 5,fourlane,straight,junction,fine,Fault of car vehicle over speed and hit to bike,0,1,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2015.0,6.0,23.0,4,0,1
396,397.0,collisionbrush,2,2 & 3,fourlane,straight,junction,fine,Car over speed and hit to car,0,1,0,0,Ambulance,The injured person shifted to Private Hospital Bhattarhalli,car,,2018.0,5.0,23.0,2,0,1
397,398.0,headoncollision,1,4,fourlane,straight,junction,cloudy,Two wheeler over taking the Bus. Negligible Driving of Two wheeler,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Private Hospital Hoskote,twowheeler,hoskoteH,2017.0,5.0,23.0,9,1,0
398,399.0,others,2,2 & 4,fourlane,straight,junction,fine,Bike over speed fault of Motor vehicle,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2015.0,5.0,23.0,8,0,1
399,400.0,others,1,2,fourlane,straight,junction,fine,Bus,1,0,0,0,Ambulance,Bus lost control by over speed,bus,,2015.0,5.0,23.0,9,0,1
400,401.0,overspeed,1,2 & 5,fourlane,slightcurve,junction,fine,Pedestrian road crossing in the carriageway Multi axle Hit and Run,1,0,0,0,Petrol Vehicle,The fatal body shifted to SNR Hospital,car,snrH,2015.0,5.0,23.0,9,0,1
401,402.0,skidding,2,1,fourlane,straight,junction,fine,Self accident Drunk & Drive,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,,hoskoteH,2017.0,4.0,23.0,3,1,0
402,403.0,headoncollision,2,2 & 3,fourlane,straight,junction,fine,Car over speed and hit to Agriculture vehicle.,0,1,0,0,Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2017.0,4.0,23.0,4,0,1
403,404.0,headoncollision,2,2,fourlane,straight,junction,fine,car over speed and hit to two wheeler. Negligible driving,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,twowheeler,hoskoteH,2017.0,4.0,23.0,5,0,1
404,405.0,skidding,2,2,fourlane,straight,junction,fine,Two wheeler over speed skidding because of over speed,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2016.0,4.0,23.0,8,0,1
405,406.0,others,4,3,fourlane,straight,junction,fine,Car,0,0,0,1,Ambulance/Petrol Vehicle,Car driver slept while driving and rammed into the central median self accident,car,,2014.0,4.0,23.0,11,1,0
406,407.0,overspeed,2,2,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2018.0,3.0,23.0,7,0,1
407,408.0,headoncollision,1 & 3,2 & 5,fourlane,sharpcurve,junction,fine,Car over speed and hit to Two wheeler,1,0,1,0,Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2016.0,2.0,23.0,12,0,1
408,409.0,headoncollision,1,1 & 4,fourlane,straight,junction,fine,Two wheeler over speed Drunk & Drive,1,0,0,0,Ambulance,The fatal body shifted to Jalappa Hospital,twowheeler,JalappaH,2016.0,2.0,23.0,12,0,1
409,410.0,skidding,2,2,fourlane,straight,junction,fine,LCV over speed and hit to LCV,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Govt Hospital Avalahalli,car,avalahalliH,2016.0,12.0,23.0,5,1,0
410,411.0,headoncollision,4,2,fourlane,straight,junction,fine,Auto hit to the bike. Bike damaged,0,0,0,2,Petrol Vehicle,Non injured.,twowheeler,,2015.0,12.0,23.0,5,0,1
411,412.0,overspeed,3 & 4,2 & 3 & 7,fourlane,straight,junction,fine,Vehicle over speed and hit to the another vehicle,0,0,1,3,Ambulance,The fatal body shifted to SNR Hospital,,snrH,2014.0,11.0,23.0,6,0,1
412,413.0,skidding,2,2,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2017.0,10.0,23.0,12,0,1
413,414.0,overspeed,3,2,fourlane,straight,tjunction,fine,Lorry over taking and Hit to the Car in Junction,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2014.0,10.0,23.0,2,0,1
414,415.0,skidding,2,2,fourlane,straight,junction,fine,Self accident Two wheeler over speed,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2017.0,1.0,23.0,12,0,1
415,416.0,headoncollision,3,2 & 5,fourlane,straight,tjunction,fine,Car hit to the other car because of over speed on the carriageway and vehicle out of control,0,0,1,0,Ambulance,The injured person shifted to MVJ Hospital,car,MVJH,2016.0,1.0,23.0,8,0,1
416,417.0,overspeed,2 & 3,2 & 3,fourlane,slightcurve,junction,fine,Car over speed,0,2,1,0,Ambulance/Petrol Vehicle,The injured persons shifted to Jalapa Hospital,car,,2014.0,9.0,22.0,2,0,1
417,418.0,skidding,2,2 & 4,fourlane,straight,junction,fine,Fault of Two wheeler over speed to crossing road car was hit to two wheeler.,0,1,0,0,Petrol Vehicle,The injured person shifted to KR Puram Private Hospital,twowheeler,kr puramH,2016.0,8.0,22.0,10,1,0
418,419.0,headoncollision,3,4,fourlane,straight,junction,fine,Fault of Two wheeler over speed and hit to parking vehicle of Tractor,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2016.0,8.0,22.0,4,0,1
419,420.0,skidding,1,1,fourlane,straight,junction,fine,Drunk & Drive Two wheeler,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital,twowheeler,MVJH,2015.0,8.0,22.0,7,0,1
420,421.0,others,1,7,fourlane,straight,junction,fine,Fault of Pedestrian across the Road,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Govt Hospital Hoskote,,hoskoteH,2015.0,8.0,22.0,2,0,1
421,422.0,overspeed,3 & 4,2,fourlane,straight,junction,fine,Zen car Hit to I-20 Car vehicle over speed,0,0,1,3,Ambulance/Petrol Vehicle,Traffic clear and vehicle shit to Kolar Police station,car,,2014.0,8.0,22.0,10,1,0
422,423.0,overspeed,3 & 4,2,fourlane,straight,junction,fine,Car,0,0,2,2,Ambulance/Petrol Vehicle,"2-Minor, 2-Non Injured. Helping Ambulance Shift to SNR Hospital.",car,snrH,2014.0,8.0,22.0,10,1,0
423,424.0,headoncollision,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to car,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,twowheeler,hoskoteH,2017.0,7.0,22.0,9,1,0
424,425.0,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to car,0,0,4,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2017.0,7.0,22.0,8,1,0
425,426.0,overspeed,2,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to Two wheeler,0,1,0,0,Ambulance,The injured person shifted to Private Hospital Hoskote,twowheeler,hoskoteH,2016.0,7.0,22.0,3,0,1
426,427.0,headoncollision,1 & 3,2 & 4,fourlane,slightcurve,junction,fine,Two wheeler over speed and hit to car,1,0,1,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,twowheeler,JalappaH,2017.0,6.0,22.0,2,0,1
427,428.0,skidding,3 & 4,2,fourlane,straight,junction,fine,Two wheeler over speed self accident,0,0,1,1,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2016.0,6.0,22.0,2,0,1
428,429.0,skidding,2 & 3,1 & 2,fourlane,slightcurve,junction,fine,Two wheeler over speed self accident,0,1,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2016.0,6.0,22.0,2,0,1
429,430.0,others,3,2,fourlane,straight,junction,fine,Bike,0,1,1,0,Ambulance,Bike rider hits car with over speed,twowheeler,,2015.0,6.0,22.0,3,0,1
430,431.0,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Bus over speed and hit to Car,0,1,0,0,Ambulance,The injured person shifted to Private Hospital Hoskote,bus,hoskoteH,2018.0,5.0,22.0,8,1,0
431,432.0,others,2,1,fourlane,slightcurve,junction,fine,Drunk & Drive,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,,MVJH,2015.0,5.0,22.0,10,0,1
432,433.0,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Bus over speed and hit to two wheeler,0,1,0,0,Ambulance,The injured person shifted to Private Hospital Hoskote,twowheeler,hoskoteH,2017.0,4.0,22.0,5,0,1
433,434.0,skidding,2,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to road crossing pedestrian. Fault of Pedestrian.,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2017.0,4.0,22.0,7,0,1
434,435.0,overspeed,3,2,fourlane,slightcurve,junction,fine,Car overturning the bus over speed,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,bus,JalappaH,2015.0,4.0,22.0,7,1,0
435,436.0,overspeed,3,2,fourlane,slightcurve,junction,fine,Car overturning the bus over speed,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,bus,JalappaH,2015.0,4.0,22.0,7,1,0
436,437.0,overspeed,1,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to road crossing pedestrian and Two wheeler,3,2,0,0,Ambulance,The fatal body & injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2018.0,3.0,22.0,4,0,1
437,438.0,skidding,3,2,fourlane,straight,junction,fine,Car hit to bike,0,0,3,0,Petrol Vehicle,Inform to Kolar rural Police station,twowheeler,,2017.0,3.0,22.0,5,1,0
438,439.0,skidding,2,2 & 5,fourlane,straight,junction,fine,Car over speed self accident,0,3,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2016.0,3.0,22.0,3,1,0
439,440.0,skidding,3,9,fourlane,straight,junction,fine,Self accident LCV defect in mechanical condition,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2017.0,2.0,22.0,4,1,0
440,441.0,overspeed,3,4,fourlane,straight,junction,fine,Self accident Two wheeler over speed,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,twowheeler,JalappaH,2017.0,2.0,22.0,8,0,1
441,442.0,overspeed,2 & 3 & 4,2 & 3,fourlane,straight,junction,fine,Bike raiding and Hit to the opposite Bike,0,2,1,1,Ambulance,The injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2015.0,2.0,22.0,3,0,1
442,443.0,headoncollision,1 & 2 & 4,2 & 3 & 5,fourlane,straight,junction,fine,Multiaxle over speed and hit to the Car,1,1,0,2,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,car,JalappaH,2015.0,2.0,22.0,5,1,0
443,444.0,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to car,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,car,hoskoteH,2017.0,12.0,22.0,4,0,1
444,445.0,others,1,2 & 7,fourlane,straight,tjunction,fine,Vehicle over speed and hit to the road Pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to SNR Hospital,,snrH,2014.0,11.0,22.0,10,1,0
445,446.0,collisionbrush,3,2 & 5,fourlane,slightcurve,junction,fine,LCV over speed and hit to Tractor,0,0,3,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2016.0,10.0,22.0,4,1,0
446,447.0,headoncollision,3,2,fourlane,straight,tjunction,fine,Car over speed and hit to Two wheeler,0,0,1,0,Petrol Vehicle,The injured person shifted to Mulbagal Govt Hospital,twowheeler,mulbagalH,2015.0,10.0,22.0,1,0,1
447,448.0,headoncollision,4,2,fourlane,straight,junction,fine,Car over speed and hit to Two wheeler,0,0,0,1,Petrol Vehicle,The person shifted to Jalappa Hospital,twowheeler,JalappaH,2015.0,10.0,22.0,3,0,1
448,449.0,overspeed,3,2,fourlane,straight,junction,fine,Over speed Car and Hit to Lorry,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2014.0,10.0,22.0,1,0,1
449,450.0,overspeed,3,2 & 3,fourlane,straight,junction,fine,Car over speed,0,0,2,0,Ambulance/Petrol Vehicle,The injured persons shifted to MVJ Hospital,car,MVJH,2014.0,9.0,21.0,2,1,0
450,451.0,skidding,3,2 & 9,fourlane,straight,junction,fine,Car over speed self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2017.0,8.0,21.0,1,1,0
451,452.0,others,2,1,fourlane,straight,junction,fine,Bike,0,1,0,0,Ambulance/Petrol Vehicle,Injured person shifted Govt Hospital KR Puram,twowheeler,kr puramH,2014.0,8.0,21.0,10,0,1
452,453.0,skidding,1,1,fourlane,straight,junction,fine,Two wheeler self accident Drunken & Drive,1,0,0,0,Ambulance,The fatal body shifted to Private Hospital Hoskote,twowheeler,hoskoteH,2017.0,7.0,21.0,8,0,1
453,454.0,headoncollision,2,2 & 3 & 5,fourlane,straight,junction,fine,Car over speed and hit to Two wheeler,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2016.0,7.0,21.0,12,0,1
454,455.0,skidding,2,2 & 3,fourlane,straight,junction,fine,LCV over speed self accident,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2016.0,7.0,21.0,4,0,1
455,456.0,headoncollision,2 & 3,2 & 5,fourlane,slightcurve,junction,fine,Car over speed and hit to the car,0,2,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2015.0,7.0,21.0,11,1,0
456,457.0,overspeed,1,2 & 5,fourlane,straight,junction,fine,Road crossing pedestrian cross the road vehicle hit and run,2,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital,,MVJH,2016.0,6.0,21.0,7,0,1
457,458.0,others,3 & 4,3,fourlane,straight,junction,fine,Bike Drunk & Drive,0,0,1,3,Ambulance/Petrol Vehicle,Helping Patrolling & Ambulance shifted to SNR hospital Kolar.,twowheeler,snrH,2014.0,6.0,21.0,7,0,1
458,459.0,skidding,3,2 & 3,fourlane,straight,tjunction,fine,Car over speed self accident,0,0,2,0,Petrol Vehicle,The fatal body shifted to Jalappa Hospital,car,JalappaH,2017.0,5.0,21.0,9,0,1
459,460.0,skidding,3,2,fourlane,straight,junction,fine,Auto hit to the Two wheeler,0,0,1,0,Ambulance,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2016.0,5.0,21.0,4,0,1
460,461.0,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Car over speed and Hit to the lorry,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2015.0,5.0,21.0,1,1,0
461,462.0,others,1,7,fourlane,straight,junction,fine,Truck,1,0,0,0,Ambulance/Petrol Vehicle,Pedestrian crossing from unauthorised opening,truck,,2014.0,5.0,21.0,9,1,0
462,463.0,headoncollision,1,7,fourlane,straight,junction,fine,Pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,Pedestrian crossing from unauthorised opening,,,2014.0,5.0,21.0,9,1,0
463,464.0,others,4,2,fourlane,straight,junction,fine,Over Speed of Car,0,0,0,0,Petrol Vehicle,Due to over speed of car lost control and collided with MS Guardrail car was damaged self accident,car,,2014.0,4.0,21.0,11,0,1
464,465.0,skidding,2,2 & 5,fourlane,straight,junction,fine,Unknown vehicle over speed and hit to two wheeler,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,unknown,JalappaH,2018.0,3.0,21.0,8,0,1
465,466.0,skidding,2 & 4,2 & 3 & 4,fourlane,straight,tjunction,fine,Bike over speed and hit to opposite bike,0,2,1,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2015.0,3.0,21.0,12,0,1
466,467.0,overspeed,2 & 3,2 & 4,fourlane,straight,junction,fine,Fault of car vehicle over speed and hit to bike,0,1,3,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2015.0,3.0,21.0,11,0,1
467,468.0,overspeed,1,2 & 5,fourlane,straight,junction,fine,Fault of Multi axle over speed and hit to bike,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,twowheeler,JalappaH,2015.0,3.0,21.0,12,1,0
468,469.0,headoncollision,2,2 & 4,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,1,0,0,Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2018.0,2.0,21.0,6,0,1
469,470.0,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to Two wheeler,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2016.0,2.0,21.0,5,0,1
470,471.0,overspeed,2,2 & 9,fourlane,straight,junction,fine,Car over speed self accident,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Govt Hospital Hoskote,car,hoskoteH,2017.0,12.0,21.0,7,0,1
471,472.0,overspeed,1,7,fourlane,straight,junction,fine,Fault of road crossing pedestrian. Vehicle over speed and hit to pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital,,MVJH,2016.0,12.0,21.0,1,0,1
472,473.0,overspeed,1 & 3,2 & 3 & 9,fourlane,straight,junction,fine,LCV hit to Truck,2,0,1,0,Ambulance/Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital,car,JalappaH,2016.0,10.0,21.0,6,0,1
