SrNo,Date,a,Nature of Accident,Classification of Accident,Causes,Road Feature,Road Condition,Intersection Type and Control,Weather Condition,Vehicle Responsible,Fatal,Grevious,Minor,Injured,Help Provided by Ambulance/Patrol,Remarks
439,22-03-16,3:05,skidding,2,2 & 5,fourlane,straight,junction,fine,Car over speed self accident,0,3,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
440,22-02-17,4:35,skidding,3,9,fourlane,straight,junction,fine,Self accident LCV defect in mechanical condition,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
441,22-02-17,20:10,overspeed,3,4,fourlane,straight,junction,fine,Self accident Two wheeler over speed,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
442,22-02-15,15:15,overspeed,2 & 3 & 4,2 & 3,fourlane,straight,junction,fine,Bike raiding and Hit to the opposite Bike,0,2,1,1,Ambulance,The injured person shifted to Jalappa Hospital
443,22-02-15,5:00,headoncollision,1 & 2 & 4,2 & 3 & 5,fourlane,straight,junction,fine,Multiaxle over speed and hit to the Car,1,1,0,2,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
444,22-12-17,16:15,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to car,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
445,22-11-14,10:30,others,1,2 & 7,fourlane,straight,tjunction,fine,Vehicle over speed and hit to the road Pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to SNR Hospital
446,22-10-16,4:30,collisionbrush,3,2 & 5,fourlane,slightcurve,junction,fine,LCV over speed and hit to Tractor,0,0,3,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
447,22-10-15,13:00,headoncollision,3,2,fourlane,straight,tjunction,fine,Car over speed and hit to Two wheeler,0,0,1,0,Petrol Vehicle,The injured person shifted to Mulbagal Govt Hospital
448,22-10-15,15:00,headoncollision,4,2,fourlane,straight,junction,fine,Car over speed and hit to Two wheeler,0,0,0,1,Petrol Vehicle,The person shifted to Jalappa Hospital
449,22-10-14,13:30,overspeed,3,2,fourlane,straight,junction,fine,Over speed Car and Hit to Lorry,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
450,21-09-14,2:35,overspeed,3,2 & 3,fourlane,straight,junction,fine,Car over speed,0,0,2,0,Ambulance/Petrol Vehicle,The injured persons shifted to MVJ Hospital
451,21-08-17,1:40,skidding,3,2 & 9,fourlane,straight,junction,fine,Car over speed self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
452,21-08-14,22:30,others,2,1,fourlane,straight,junction,fine,Bike,0,1,0,0,Ambulance/Petrol Vehicle,Injured person shifted Govt Hospital KR Puram
453,21-07-17,20:30,skidding,1,1,fourlane,straight,junction,fine,Two wheeler self accident Drunken & Drive,1,0,0,0,Ambulance,The fatal body shifted to Private Hospital Hoskote
454,21-07-16,12:30,headoncollision,2,2 & 3 & 5,fourlane,straight,junction,fine,Car over speed and hit to Two wheeler,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
455,21-07-16,16:30,skidding,2,2 & 3,fourlane,straight,junction,fine,LCV over speed self accident,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
456,21-07-15,11:15,headoncollision,2 & 3,2 & 5,fourlane,slightcurve,junction,fine,Car over speed and hit to the car,0,2,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
457,21-06-16,19:40,overspeed,1,2 & 5,fourlane,straight,junction,fine,Road crossing pedestrian cross the road vehicle hit and run,2,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
458,21-06-14,19:30,others,3 & 4,3,fourlane,straight,junction,fine,Bike Drunk & Drive,0,0,1,3,Ambulance/Petrol Vehicle,Helping Patrolling & Ambulance shifted to SNR hospital Kolar.
459,21-05-17,21:00,skidding,3,2 & 3,fourlane,straight,tjunction,fine,Car over speed self accident,0,0,2,0,Petrol Vehicle,The fatal body shifted to Jalappa Hospital
460,21-05-16,16:30,skidding,3,2,fourlane,straight,junction,fine,Auto hit to the Two wheeler,0,0,1,0,Ambulance,The injured person shifted to MVJ Hospital
461,21-05-15,1:55,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Car over speed and Hit to the lorry,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
462,21-05-14,9:50,others,1,7,fourlane,straight,junction,fine,Truck,1,0,0,0,Ambulance/Petrol Vehicle,Pedestrian crossing from unauthorised opening
463,21-05-14,9:50,headoncollision,1,7,fourlane,straight,junction,fine,Pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,Pedestrian crossing from unauthorised opening
464,21-04-14,23:45,others,4,2,fourlane,straight,junction,fine,Over Speed of Car,0,0,0,0,Petrol Vehicle,Due to over speed of car lost control and collided with MS Guardrail car was damaged self accident
465,21-03-18,20:20,skidding,2,2 & 5,fourlane,straight,junction,fine,Unknown vehicle over speed and hit to two wheeler,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
466,21-03-15,12:10,skidding,2 & 4,2 & 3 & 4,fourlane,straight,tjunction,fine,Bike over speed and hit to opposite bike,0,2,1,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
467,21-03-15,23:00,overspeed,2 & 3,2 & 4,fourlane,straight,junction,fine,Fault of car vehicle over speed and hit to bike,0,1,3,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital
468,21-03-15,0:15,overspeed,1,2 & 5,fourlane,straight,junction,fine,Fault of Multi axle over speed and hit to bike,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
469,21-02-18,18:10,headoncollision,2,2 & 4,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,1,0,0,Petrol Vehicle,The injured person shifted to MVJ Hospital
470,21-02-16,17:10,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to Two wheeler,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
471,21-12-17,19:30,overspeed,2,2 & 9,fourlane,straight,junction,fine,Car over speed self accident,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Govt Hospital Hoskote
472,21-12-16,13:00,overspeed,1,7,fourlane,straight,junction,fine,Fault of road crossing pedestrian. Vehicle over speed and hit to pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
473,21-10-16,18:45,overspeed,1 & 3,2 & 3 & 9,fourlane,straight,junction,fine,LCV hit to Truck,2,0,1,0,Ambulance/Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital
474,21-10-16,22:30,skidding,3,9,fourlane,straight,junction,fine,Car over speed self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
475,21-01-16,8:30,skidding,3,2 & 3,fourlane,straight,junction,fine,Car over speed vehicle out of control Self accident,0,0,1,0,Ambulance,The injured person shifted to SNR Hospital
476,20-09-17,0:45,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Bus over speed and hit to two wheeler,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
477,20-07-16,6:35,overspeed,1,2 & 5,fourlane,straight,junction,fine,Bus over speed and Hit to Road crossing Pedestrian,2,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
478,20-07-15,16:30,headoncollision,2,2 & 3,fourlane,straight,junction,fine,Fault of Car over speed and hit to LCV,0,1,0,0,Petrol Vehicle,
479,20-07-15,22:15,overspeed,1 & 2,2 & 7,fourlane,sharpcurve,junction,fine,Car over speed and hit to run the Pedestrian,1,1,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
480,20-07-15,0:05,skidding,3 & 4,2 & 3,fourlane,straight,junction,fine,LCV vehicle over speed out of controll,0,0,1,1,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
481,20-06-16,12:40,skidding,1,1 & 2,fourlane,straight,junction,fine,Car over speed driver drunk and drive self accident,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
482,20-05-18,6:00,overspeed,2,2 & 4,fourlane,straight,junction,cloudy,Two wheeler over speed and hit to two wheeler,0,3,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
483,20-04-17,7:30,headoncollision,2,2,fourlane,straight,junction,fine,Car over speed hit to Car,0,1,0,0,Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
484,20-04-16,9:10,headoncollision,3,2 & 4,fourlane,straight,junction,fine,Car over speed and hit to Two wheeler,0,0,1,0,Petrol Vehicle,The minor injured person shifted to Hospital
485,20-04-16,14:13,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Bus over speed and hit to car,0,0,1,0,Ambulance/Petrol Vehicle,The injure person shifted to MVJ Hospital
486,20-04-14,21:45,others,3,2,fourlane,straight,junction,fine,Car,0,0,1,0,Ambulance/Petrol Vehicle,Due to over speed of car collided with tractor
487,20-03-18,9:30,headoncollision,2,2 & 5,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,1,0,0,Ambulance,The injured person shifted to Private Hospital Hoskote
488,20-03-17,6:45,rearendcollision,2,9,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Govt Hospital Hoskote
489,20-03-16,9:15,skidding,1,2 & 5,fourlane,straight,junction,fine,car over speed hit to road crossing Pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
490,20-02-15,1:00,overspeed,2 & 3,2 & 5,fourlane,straight,junction,fine,LCV HIt to Car over speed,0,1,2,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
491,20-12-15,19:50,overspeed,1,2 & 5,fourlane,straight,junction,fine,Vehicle over speed and Hit to Road cross pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
492,20-11-16,9:00,rightturncollision,1 & 3,2 & 4,fourlane,straight,tjunction,fine,Two wheeler over speed and hit to Agriculture vehicle.,1,0,1,0,Ambulance/Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital
493,20-10-15,19:15,rightturncollision,4,2 & 3,fourlane,straight,junction,fine,LCV self accident Over speed and Vehicle out of control,0,0,0,1,Petrol Vehicle,The Non Injured Person shifted to Jalappa Hospital
494,20-10-15,21:30,headoncollision,4,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and Hit to Two wheeler,0,0,0,1,Petrol Vehicle,The Non injured person shifted Jalappa Hospital
495,20-01-18,16:00,overspeed,2,7,fourlane,straight,junction,fine,Fault of Road crossing pedestrian,0,1,0,0,Ambulance,The injured person shifted to MVJ Hospital
496,02-09-15,5:30,headoncollision,2,2 & 4,fourlane,straight,junction,fine,Truck over speed and Hit to the Two wheeler,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
497,02-09-15,17:45,others,2,1,fourlane,straight,junction,fine,Drunk & Drive,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
498,02-08-15,22:55,overspeed,2 & 3,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to Two wheeler,0,1,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
499,02-08-15,18:00,headoncollision,3,2 & 4,fourlane,straight,junction,fine,Bike over speed and Hit to LCV,0,0,2,0,Ambulance/Petrol Vehicle,The minor injured person shifted to Hospital
500,02-08-15,19:45,overspeed,3,2 & 4,fourlane,straight,tjunction,fine,Car over speed and hit to Two wheeler,0,0,1,0,Petrol Vehicle,The minor injured person shifted to Jalappa Hospital
501,02-07-17,12:10,overspeed,4,3,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,0,0,2,Petrol Vehicle,"There is no injured, traffic cleared immediately."
502,02-07-16,9:20,headoncollision,3,2,fourlane,straight,junction,fine,Car over speed and hit to road crossing Pedestrian,0,0,1,0,Ambulance,The injured person shifted to MVJ Hospital
503,02-07-16,1:45,overspeed,1,2,fourlane,straight,junction,fine,Truck over speed and hit to car,1,0,0,0,Ambulance,The fatal body shifted to Private Hospital Bhattarhalli
504,02-07-14,20:00,overspeed,3 & 4,3,fourlane,slightcurve,tjunction,fine,Car,0,0,1,3,Petrol Vehicle,Road conditions is good
505,02-06-17,14:45,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Jeep over speed and hit to two wheeler,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Bhattarhalli
506,02-06-15,17:01,others,3,2,fourlane,straight,junction,fine,Bike,0,0,2,1,Ambulance,New Bike lost control by over speed
507,02-06-15,23:35,others,3,2,fourlane,straight,junction,fine,Bike,0,0,1,3,Ambulance,Bike lost control by over speed
508,02-05-17,15:55,headoncollision,2,2,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,1,0,0,Petrol Vehicle,The injured person shifted to MVJ Hospital
509,02-05-15,6:30,others,1,2 & 3,fourlane,straight,junction,fine,Bike over speed fault of Motor vehicle,2,0,0,0,Ambulance,The fatal body shifted to Jalappa Hospital
510,02-04-18,4:00,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Truck over speed and hit to LCV. Driver sleep,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Bhattarhalli
511,02-04-17,15:00,skidding,1,2 & 5,fourlane,slightcurve,junction,fine,car over speed and hit to two wheeler,2,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
512,02-03-17,0:11,overspeed,1,7,fourlane,straight,junction,fine,Vehicle over speed and hit to Road Pedestrian. Fault of Pedestrian,1,0,0,0,Petrol Vehicle,The fatal body shifted to Jalappa Hospital
513,02-02-17,1:30,headoncollision,3,3 & 5,fourlane,slightcurve,junction,fine,Multi axle hit to LCV,0,0,1,0,Petrol Vehicle,The minor injured and Traffic clear immediately
514,02-02-16,13:45,skidding,3,2 & 3,fourlane,straight,junction,fine,Car over speed vehicle out of control Self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital
515,02-12-15,0:30,skidding,3 & 4,2 & 3,fourlane,straight,junction,fine,Self accident Two wheeler,0,0,1,1,Petrol Vehicle,The injured person shited to Jalappa Hospital
516,02-12-14,11:50,overspeed,1,2 & 3,fourlane,straight,tjunction,fine,Two wheeler over speed and overturning to bus bike was skidding,3,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
517,02-01-15,20:15,others,2 & 4,2 & 3,fourlane,straight,junction,fine,Car tyer blast vehicle out of control,0,1,0,2,Ambulance,The injured person shifted to Jalappa Hospital
518,19-09-17,14:35,headoncollision,1,2 & 5,fourlane,straight,junction,fine,car over speed and hit to two wheeler,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
519,19-09-15,21:00,others,3,1,fourlane,straight,junction,fine,Drunk & Drive Two wheeler,0,0,1,0,Petrol Vehicle,The injured person shifted to SNR Hospital
520,19-08-17,15:20,skidding,2,2 & 3 & 5,fourlane,straight,junction,fine,Truck over speed and hit to Two wheeler,0,1,0,0,Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
521,19-08-15,21:45,overspeed,1,2 & 3,fourlane,straight,junction,fine,Car hit to road crossing pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to SNR Hospital
522,19-08-15,22:45,headoncollision,2,1 & 2,fourlane,straight,junction,fine,Multi axle hit to car,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
523,19-06-15,14:30,others,3,2,fourlane,straight,junction,fine,Tata Ace,0,0,1,1,Ambulance,Tata Ace lost control by over speed (self accident)
524,19-05-17,10:30,overspeed,2,2 & 3,fourlane,straight,junction,fine,Car over speed and hit to car,0,1,0,0,Petrol Vehicle,The injured person shifted to Private Hospital Bhattarhalli
525,19-05-16,20:10,overspeed,3,2 & 5,fourlane,straight,junction,fine,LCV over speed and hit to LCV,0,0,3,0,Ambulance,The injured person shifted to Jalappa Hospital
526,19-05-16,23:00,headoncollision,3,2 & 9,fourlane,straight,junction,fine,Truck over speed and hit to Bus,0,0,2,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital
527,19-05-15,15:50,skidding,3 & 4,2 & 3,fourlane,straight,junction,fine,Multiaxle over speed and hit to the LCV,0,0,1,1,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
528,19-04-18,9:00,rightturncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to car,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
529,19-04-18,9:00,rightturncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to car,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
530,19-04-17,0:10,skidding,4,2,fourlane,straight,tjunction,fine,Auto over speed self accident,0,0,0,1,Petrol Vehicle,Traffic cleared immediately.
531,19-04-17,11:10,overspeed,4,2 & 9,fourlane,slightcurve,junction,fine,Car over speed self accident. Defects in mechanical condition,0,0,0,2,Petrol Vehicle,There is no injured. Traffic cleared immediately.
532,19-04-14,22:30,others,3,1,fourlane,straight,junction,fine,Truck,0,0,0,2,Ambulance/Petrol Vehicle,Truck driver was drunken and collided with car
533,19-03-17,7:30,overspeed,1,2,fourlane,straight,junction,fine,Unknown vehicle hit and run while road crossing,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Private Hospital Hoskote
534,19-03-15,14:15,overspeed,1,2 & 7,fourlane,slightcurve,tjunction,fine,Fault of road crossing pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
535,19-02-15,21:10,others,1,1 & 2,fourlane,straight,junction,fine,Drunk & Drive,1,0,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
536,19-12-16,12:50,overspeed,1 & 3,2 & 3 & 9,fourlane,straight,yjunction,fine,Car over speed self accident,1,0,2,0,Ambulance/Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital
537,19-12-16,2:10,headoncollision,1,5 & 9,fourlane,straight,junction,fine,Car over speed and hit to Car due to defect in mechanical conditions.,2,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
538,19-12-15,20:55,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and Hit to car,0,0,2,0,Petrol Vehicle,The injured person shifted to MVJ Hospital
539,19-12-14,17:30,others,2 & 3,9,fourlane,straight,junction,fine,The tractor vehicle some mechanical problem self accident,0,1,1,0,Ambulance/Petrol Vehicle,The injured person shifted to SNR Hospital
540,19-12-14,5:45,others,2 & 3,1 & 2,fourlane,straight,junction,fine,Self accident Drunk & Drive,0,1,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
541,19-11-16,3:00,skidding,2 & 3 & 4,2 & 9,fourlane,straight,junction,fine,Car over speed self accident. Defects in mechanical condition,0,1,2,3,Ambulance/Petrol Vehicle,The Major & Minor injured person shifted to Jalappa Hospital Kolar
542,19-11-15,7:35,headoncollision,3,2,fourlane,straight,junction,fine,Bus over speed and Hit to Tow wheeler,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital
543,19-11-14,15:00,headoncollision,3,2 & 5,fourlane,slightcurve,junction,fine,Car over speed and hit to the Water tanker,0,0,1,0,Petrol Vehicle,"The injured person shifted to Govt Hospital, Kolar"
544,19-10-17,6:40,headoncollision,3,2,fourlane,straight,junction,fine,Multi Axle hit to Two wheeler.,0,0,1,0,Ambulance/Petrol Vehicle,The minor injured and Traffic clear immediately
545,19-10-14,14:00,others,3,1,fourlane,straight,junction,fine,Self Accident Drunk & Drive,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to KR Puram Govt. Hospital
546,19-01-18,15:25,headoncollision,2,2 & 5 & 9,fourlane,straight,tjunction,fine,Car over speed and hit to Truck due to Defects in Mechanical condition,0,0,1,0,Ambulance,The injured person shifted to Jalappa Hospital Kolar
547,19-01-16,22:40,skidding,3,2 & 3,fourlane,straight,junction,fine,Car over speed self accident,0,0,1,0,Ambulance,The injured person shifted to Jalappa Hospital
548,19-01-15,22:00,others,3,2 & 3,fourlane,straight,junction,fine,Auto tyre blast vehicle out of control and upside to carriageway,0,0,1,3,Petrol Vehicle,The injured person shifted to MVJ Hospital
549,18-09-17,13:05,headoncollision,3,2,fourlane,straight,junction,fine,Truck over speed and hit to Car,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
550,18-09-16,16:15,headoncollision,1,1,fourlane,straight,junction,fine,Car over speed self accident Drunk & Drive,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
551,18-09-14,16:45,skidding,2,4,fourlane,straight,junction,fine,Auto over speed and vehicle skidding in shoulder side driver fault,0,1,0,0,Ambulance,108 ambulance shifted to Govt Hospital Narsapura
552,18-08-14,19:30,overspeed,3 & 4,3,fourlane,straight,junction,fine,Car,0,0,2,3,Ambulance/Petrol Vehicle,"2-Minor, 3-Non injured. Helping Ambulance shifted to Jalappa Hospital."
553,18-07-16,19:45,skidding,1 & 3 & 4,2 & 3 & 5,fourlane,straight,junction,fine,LCV over speed self accident,1,0,1,2,Ambulance/Petrol Vehicle,The Fatal & Injured person shifted to Jalappa Hospital
554,18-07-14,17:15,others,1 & 2,1 & 2,fourlane,straight,junction,fine,Bike Drunk & Drive,2,1,0,0,Ambulance/Petrol Vehicle,Shifted to RL Jalappa Hospital Kolar
555,18-06-16,22:38,skidding,2,1 & 2,fourlane,straight,junction,cloudy,Two wheeler over speed self accident,0,1,0,0,Ambulance,The injured person shifted to MVJ Hospital
556,18-06-16,23:40,overspeed,1,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to Tractor,1,0,0,0,Ambulance,The fatal body shifted to MVJ Hospital
557,18-04-17,9:45,headoncollision,3,2 & 4,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
558,18-04-17,22:30,headoncollision,2,2 & 5,fourlane,slightcurve,junction,fine,Car over speed hit to Truck,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
559,18-04-14,17:20,others,2,1,fourlane,straight,junction,fine,Bike Rider,0,2,1,0,Ambulance/Petrol Vehicle,Triple riding on bike and the bike rider was drunken self accident
560,18-03-17,13:55,headoncollision,3,2,fourlane,straight,junction,fine,Car over speed and hit to car,0,0,3,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
561,18-03-16,0:35,headoncollision,1 & 3,2 & 5,fourlane,straight,tjunction,fine,Bus driver driving wrong route and hit to Bus,1,0,13,0,Ambulance/Petrol Vehicle,The fatal body and injured person shifted to Jalappa Hospital
562,18-03-15,17:20,others,2 & 4,1,fourlane,straight,junction,fine,Drunk & Drive,0,1,0,2,Ambulance/Petrol Vehicle,The injured person shifted to SNR Hospital
563,18-03-15,23:30,others,2 & 4,2 & 3,fourlane,straight,junction,fine,The vehicle over speed and skidding,0,1,0,2,Petrol Vehicle,The injured person shifted to Jalappa Hospital
564,18-02-16,12:20,headoncollision,3,2 & 5,fourlane,straight,tjunction,fine,Two wheeler over speed and vehicle out of control and hit to Truck,0,0,2,0,Ambulance,The injured person shifted to SNR Hospital
565,18-02-16,8:30,headoncollision,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to Car,0,1,0,0,Ambulance,The injured person shifted to MVJ Hospital
566,18-02-15,19:00,others,1,2 & 3,fourlane,straight,junction,fine,Vehicle over speed out of control,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
567,18-12-16,1:15,others,1 & 3,2 & 3,fourlane,straight,junction,fine,Car over speed self accident. Defects in mechanical condition,1,0,2,0,Ambulance/Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital
568,18-12-16,19:00,overspeed,1,2,fourlane,straight,junction,fine,Unknown vehicle hit to Road crossing pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
569,18-12-16,5:00,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Multi axle over speed and hit to Truck,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
570,18-12-16,14:10,collisionbrush,2,2 & 9,fourlane,straight,junction,fine,Two wheeler over speed and hit to Auto,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital KR Puram
571,18-12-16,15:15,overspeed,2 & 3,1 & 2,fourlane,straight,junction,fine,Two wheeler over speed Drunk & Drive,0,3,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
572,18-12-15,17:40,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and Hit to Two wheeler,0,0,2,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital
573,18-11-17,20:45,overspeed,2,2,fourlane,straight,junction,fine,Unknown vehicle hit to Road crossing pedestrian,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
574,18-11-16,0:10,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Multi Axle over speed and hit to Multi axle,0,0,2,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
575,18-11-16,20:15,overspeed,3 & 4,2,fourlane,straight,tjunction,fine,Car over speed and hit to Agriculture vehicle.,0,0,2,1,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
576,18-10-17,6:45,skidding,4,2,fourlane,slightcurve,junction,fine,Car over speed self accident,0,0,0,1,Petrol Vehicle,"There is no injured, traffic cleared immediately."
577,18-01-15,17:00,others,2,2 & 3,fourlane,slightcurve,junction,fine,Bike over speed and vehicle skidding,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
578,17-09-17,5:00,skidding,2,1 & 2,fourlane,straight,junction,fine,Car self accident Drink & Drive and Negligence Driving,0,3,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Bhattarhalli
579,17-09-14,19:00,overspeed,1 & 2,2,fourlane,straight,junction,fine,Bike over speed Hit to TATA 407,1,1,0,0,Ambulance/Petrol Vehicle,The Fatal person and Injured person shifted to MVJ Hospital
580,17-08-16,5:30,overspeed,1,2,fourlane,straight,junction,fine,Car over speed and hit to road crossing Pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Govt Hospital Hoskote
581,17-07-15,17:30,others,2 & 3,2 & 5,fourlane,straight,junction,fine,Car over speed fault of driver other vehicle,0,2,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
582,17-07-15,0:30,overspeed,2,2 & 3,fourlane,straight,junction,fine,Car over speed and hit to Truck,0,1,1,0,Ambulance/Petrol Vehicle,The injured persons shifted to Jalappa Hospital
583,17-05-16,23:47,headoncollision,2,2,fourlane,straight,junction,fine,Truck over speed self accident,0,3,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital
584,17-04-18,16:15,overspeed,2,2 & 4,fourlane,straight,junction,fine,Truck over speed and hit to Car,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
585,17-04-17,8:15,rightturncollision,3,2 & 5,fourlane,straight,junction,fine,Two wheeler over speed hit to two wheeler,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to Govt Hospital Avalahalli
