SrNo,Date,TimeOfAcc,Nature of Accident,Classification of Accident,Causes,Road Feature,Road Condition,Intersection Type and Control,Weather Condition,VehicleResponsible,Fatal,Grevious,Minor,Injured,Help Provided by Ambulance/Patrol,Remarks
420,22-08-2015,7:10 PM,skidding,1,1,fourlane,straight,junction,fine,Drunk & Drive Two wheeler,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
421,22-08-2015,2:10 PM,others,1,7,fourlane,straight,junction,fine,Fault of Pedestrian across the Road,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Govt Hospital Hoskote
422,22-08-2014,10:00 AM,overspeed,3 & 4,2,fourlane,straight,junction,fine,Zen car Hit to I-20 Car vehicle over speed,0,0,1,3,Ambulance/Petrol Vehicle,Traffic clear and vehicle shit to Kolar Police station
423,22-08-2014,10:00 AM,overspeed,3 & 4,2,fourlane,straight,junction,fine,Car,0,0,2,2,Ambulance/Petrol Vehicle,"2-Minor, 2-Non Injured. Helping Ambulance Shift to SNR Hospital."
424,22-07-2017,9:21 AM,headoncollision,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to car,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
425,22-07-2017,8:10 AM,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to car,0,0,4,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
426,22-07-2016,3:55 PM,overspeed,2,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to Two wheeler,0,1,0,0,Ambulance,The injured person shifted to Private Hospital Hoskote
427,22-06-2017,2:35 PM,headoncollision,1 & 3,2 & 4,fourlane,slightcurve,junction,fine,Two wheeler over speed and hit to car,1,0,1,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
428,22-06-2016,2:30 PM,skidding,3 & 4,2,fourlane,straight,junction,fine,Two wheeler over speed self accident,0,0,1,1,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
429,22-06-2016,2:30 PM,skidding,2 & 3,1 & 2,fourlane,slightcurve,junction,fine,Two wheeler over speed self accident,0,1,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
430,22-06-2015,3:00 PM,others,3,2,fourlane,straight,junction,fine,Bike,0,1,1,0,Ambulance,Bike rider hits car with over speed
431,22-05-2018,8:30 AM,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Bus over speed and hit to Car,0,1,0,0,Ambulance,The injured person shifted to Private Hospital Hoskote
432,22-05-2015,10:45 PM,others,2,1,fourlane,slightcurve,junction,fine,Drunk & Drive,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
433,22-04-2017,5:15 PM,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Bus over speed and hit to two wheeler,0,1,0,0,Ambulance,The injured person shifted to Private Hospital Hoskote
434,22-04-2017,7:15 PM,skidding,2,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to road crossing pedestrian. Fault of Pedestrian.,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
435,22-04-2015,7:30 AM,overspeed,3,2,fourlane,slightcurve,junction,fine,Car overturning the bus over speed,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
436,22-04-2015,7:30 AM,overspeed,3,2,fourlane,slightcurve,junction,fine,Car overturning the bus over speed,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
437,22-03-2018,4:15 PM,overspeed,1,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to road crossing pedestrian and Two wheeler,3,2,0,0,Ambulance,The fatal body & injured person shifted to Jalappa Hospital
438,22-03-2017,5:55 AM,skidding,3,2,fourlane,straight,junction,fine,Car hit to bike,0,0,3,0,Petrol Vehicle,Inform to Kolar rural Police station
439,22-03-2016,3:05 AM,skidding,2,2 & 5,fourlane,straight,junction,fine,Car over speed self accident,0,3,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
440,22-02-2017,4:35 AM,skidding,3,9,fourlane,straight,junction,fine,Self accident LCV defect in mechanical condition,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
441,22-02-2017,8:10 PM,overspeed,3,4,fourlane,straight,junction,fine,Self accident Two wheeler over speed,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
442,22-02-2015,3:15 PM,overspeed,2 & 3 & 4,2 & 3,fourlane,straight,junction,fine,Bike raiding and Hit to the opposite Bike,0,2,1,1,Ambulance,The injured person shifted to Jalappa Hospital
443,22-02-2015,5:00 AM,headoncollision,1 & 2 & 4,2 & 3 & 5,fourlane,straight,junction,fine,Multiaxle over speed and hit to the Car,1,1,0,2,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
444,22-12-2017,4:15 PM,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to car,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
445,22-11-2014,10:30 AM,others,1,2 & 7,fourlane,straight,tjunction,fine,Vehicle over speed and hit to the road Pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to SNR Hospital
446,22-10-2016,4:30 AM,collisionbrush,3,2 & 5,fourlane,slightcurve,junction,fine,LCV over speed and hit to Tractor,0,0,3,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
447,22-10-2015,1:00 PM,headoncollision,3,2,fourlane,straight,tjunction,fine,Car over speed and hit to Two wheeler,0,0,1,0,Petrol Vehicle,The injured person shifted to Mulbagal Govt Hospital
448,22-10-2015,3:00 PM,headoncollision,4,2,fourlane,straight,junction,fine,Car over speed and hit to Two wheeler,0,0,0,1,Petrol Vehicle,The person shifted to Jalappa Hospital
449,22-10-2014,1:30 PM,overspeed,3,2,fourlane,straight,junction,fine,Over speed Car and Hit to Lorry,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
450,21-09-2014,2:35 AM,overspeed,3,2 & 3,fourlane,straight,junction,fine,Car over speed,0,0,2,0,Ambulance/Petrol Vehicle,The injured persons shifted to MVJ Hospital
451,21-08-2017,1:40 AM,skidding,3,2 & 9,fourlane,straight,junction,fine,Car over speed self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
452,21-08-2014,10:30 PM,others,2,1,fourlane,straight,junction,fine,Bike,0,1,0,0,Ambulance/Petrol Vehicle,Injured person shifted Govt Hospital KR Puram
453,21-07-2017,8:30 PM,skidding,1,1,fourlane,straight,junction,fine,Two wheeler self accident Drunken & Drive,1,0,0,0,Ambulance,The fatal body shifted to Private Hospital Hoskote
454,21-07-2016,12:30 PM,headoncollision,2,2 & 3 & 5,fourlane,straight,junction,fine,Car over speed and hit to Two wheeler,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
455,21-07-2016,4:30 PM,skidding,2,2 & 3,fourlane,straight,junction,fine,LCV over speed self accident,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
456,21-07-2015,11:15 AM,headoncollision,2 & 3,2 & 5,fourlane,slightcurve,junction,fine,Car over speed and hit to the car,0,2,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
457,21-06-2016,7:40 PM,overspeed,1,2 & 5,fourlane,straight,junction,fine,Road crossing pedestrian cross the road vehicle hit and run,2,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
458,21-06-2014,7:30 PM,others,3 & 4,3,fourlane,straight,junction,fine,Bike Drunk & Drive,0,0,1,3,Ambulance/Petrol Vehicle,Helping Patrolling & Ambulance shifted to SNR hospital Kolar.
459,21-05-2017,9:00 PM,skidding,3,2 & 3,fourlane,straight,tjunction,fine,Car over speed self accident,0,0,2,0,Petrol Vehicle,The fatal body shifted to Jalappa Hospital
460,21-05-2016,4:30 PM,skidding,3,2,fourlane,straight,junction,fine,Auto hit to the Two wheeler,0,0,1,0,Ambulance,The injured person shifted to MVJ Hospital
461,21-05-2015,1:55 AM,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Car over speed and Hit to the lorry,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
462,21-05-2014,9:50 AM,others,1,7,fourlane,straight,junction,fine,Truck,1,0,0,0,Ambulance/Petrol Vehicle,Pedestrian crossing from unauthorised opening
463,21-05-2014,9:50 AM,headoncollision,1,7,fourlane,straight,junction,fine,Pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,Pedestrian crossing from unauthorised opening
464,21-04-2014,11:45 PM,others,4,2,fourlane,straight,junction,fine,Over Speed of Car,0,0,0,0,Petrol Vehicle,Due to over speed of car lost control and collided with MS Guardrail car was damaged self accident
465,21-03-2018,8:20 PM,skidding,2,2 & 5,fourlane,straight,junction,fine,Unknown vehicle over speed and hit to two wheeler,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
466,21-03-2015,12:10 PM,skidding,2 & 4,2 & 3 & 4,fourlane,straight,tjunction,fine,Bike over speed and hit to opposite bike,0,2,1,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
467,21-03-2015,11:00 PM,overspeed,2 & 3,2 & 4,fourlane,straight,junction,fine,Fault of car vehicle over speed and hit to bike,0,1,3,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital
468,21-03-2015,12:15 AM,overspeed,1,2 & 5,fourlane,straight,junction,fine,Fault of Multi axle over speed and hit to bike,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
469,21-02-2018,6:10 PM,headoncollision,2,2 & 4,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,1,0,0,Petrol Vehicle,The injured person shifted to MVJ Hospital
470,21-02-2016,5:10 PM,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to Two wheeler,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
471,21-12-2017,7:30 PM,overspeed,2,2 & 9,fourlane,straight,junction,fine,Car over speed self accident,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Govt Hospital Hoskote
472,21-12-2016,1:00 PM,overspeed,1,7,fourlane,straight,junction,fine,Fault of road crossing pedestrian. Vehicle over speed and hit to pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
473,21-10-2016,6:45 PM,overspeed,1 & 3,2 & 3 & 9,fourlane,straight,junction,fine,LCV hit to Truck,2,0,1,0,Ambulance/Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital
474,21-10-2016,10:30 PM,skidding,3,9,fourlane,straight,junction,fine,Car over speed self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
475,21-01-2016,8:30 AM,skidding,3,2 & 3,fourlane,straight,junction,fine,Car over speed vehicle out of control Self accident,0,0,1,0,Ambulance,The injured person shifted to SNR Hospital
476,20-09-2017,12:45 AM,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Bus over speed and hit to two wheeler,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
477,20-07-2016,6:35 AM,overspeed,1,2 & 5,fourlane,straight,junction,fine,Bus over speed and Hit to Road crossing Pedestrian,2,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
478,20-07-2015,4:30 PM,headoncollision,2,2 & 3,fourlane,straight,junction,fine,Fault of Car over speed and hit to LCV,0,1,0,0,Petrol Vehicle,
479,20-07-2015,10:15 PM,overspeed,1 & 2,2 & 7,fourlane,sharpcurve,junction,fine,Car over speed and hit to run the Pedestrian,1,1,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
480,20-07-2015,12:05 AM,skidding,3 & 4,2 & 3,fourlane,straight,junction,fine,LCV vehicle over speed out of controll,0,0,1,1,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
481,20-06-2016,12:40 PM,skidding,1,1 & 2,fourlane,straight,junction,fine,Car over speed driver drunk and drive self accident,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
482,20-05-2018,6:00 AM,overspeed,2,2 & 4,fourlane,straight,junction,cloudy,Two wheeler over speed and hit to two wheeler,0,3,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
483,20-04-2017,7:30 AM,headoncollision,2,2,fourlane,straight,junction,fine,Car over speed hit to Car,0,1,0,0,Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
484,20-04-2016,9:10 AM,headoncollision,3,2 & 4,fourlane,straight,junction,fine,Car over speed and hit to Two wheeler,0,0,1,0,Petrol Vehicle,The minor injured person shifted to Hospital
485,20-04-2016,2:13 PM,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Bus over speed and hit to car,0,0,1,0,Ambulance/Petrol Vehicle,The injure person shifted to MVJ Hospital
486,20-04-2014,9:45 PM,others,3,2,fourlane,straight,junction,fine,Car,0,0,1,0,Ambulance/Petrol Vehicle,Due to over speed of car collided with tractor
487,20-03-2018,9:30 AM,headoncollision,2,2 & 5,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,1,0,0,Ambulance,The injured person shifted to Private Hospital Hoskote
488,20-03-2017,6:45 AM,rearendcollision,2,9,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Govt Hospital Hoskote
489,20-03-2016,9:15 AM,skidding,1,2 & 5,fourlane,straight,junction,fine,car over speed hit to road crossing Pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
490,20-02-2015,1:00 AM,overspeed,2 & 3,2 & 5,fourlane,straight,junction,fine,LCV HIt to Car over speed,0,1,2,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
491,20-12-2015,7:50 PM,overspeed,1,2 & 5,fourlane,straight,junction,fine,Vehicle over speed and Hit to Road cross pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
492,20-11-2016,9:00 AM,rightturncollision,1 & 3,2 & 4,fourlane,straight,tjunction,fine,Two wheeler over speed and hit to Agriculture vehicle.,1,0,1,0,Ambulance/Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital
493,20-10-2015,7:15 PM,rightturncollision,4,2 & 3,fourlane,straight,junction,fine,LCV self accident Over speed and Vehicle out of control,0,0,0,1,Petrol Vehicle,The Non Injured Person shifted to Jalappa Hospital
494,20-10-2015,9:30 PM,headoncollision,4,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and Hit to Two wheeler,0,0,0,1,Petrol Vehicle,The Non injured person shifted Jalappa Hospital
495,20-01-2018,4:00 PM,overspeed,2,7,fourlane,straight,junction,fine,Fault of Road crossing pedestrian,0,1,0,0,Ambulance,The injured person shifted to MVJ Hospital
496,02-09-2015,5:30 AM,headoncollision,2,2 & 4,fourlane,straight,junction,fine,Truck over speed and Hit to the Two wheeler,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
497,02-09-2015,5:45 PM,others,2,1,fourlane,straight,junction,fine,Drunk & Drive,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
498,02-08-2015,10:55 PM,overspeed,2 & 3,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to Two wheeler,0,1,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
499,02-08-2015,6:00 PM,headoncollision,3,2 & 4,fourlane,straight,junction,fine,Bike over speed and Hit to LCV,0,0,2,0,Ambulance/Petrol Vehicle,The minor injured person shifted to Hospital
500,02-08-2015,7:45 PM,overspeed,3,2 & 4,fourlane,straight,tjunction,fine,Car over speed and hit to Two wheeler,0,0,1,0,Petrol Vehicle,The minor injured person shifted to Jalappa Hospital
501,02-07-2017,12:10 PM,overspeed,4,3,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,0,0,2,Petrol Vehicle,"There is no injured, traffic cleared immediately."
502,02-07-2016,9:20 AM,headoncollision,3,2,fourlane,straight,junction,fine,Car over speed and hit to road crossing Pedestrian,0,0,1,0,Ambulance,The injured person shifted to MVJ Hospital
503,02-07-2016,1:45 AM,overspeed,1,2,fourlane,straight,junction,fine,Truck over speed and hit to car,1,0,0,0,Ambulance,The fatal body shifted to Private Hospital Bhattarhalli
504,02-07-2014,8:00 PM,overspeed,3 & 4,3,fourlane,slightcurve,tjunction,fine,Car,0,0,1,3,Petrol Vehicle,Road conditions is good
505,02-06-2017,2:45 PM,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Jeep over speed and hit to two wheeler,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Bhattarhalli
506,02-06-2015,5:01 PM,others,3,2,fourlane,straight,junction,fine,Bike,0,0,2,1,Ambulance,New Bike lost control by over speed
507,02-06-2015,11:35 PM,others,3,2,fourlane,straight,junction,fine,Bike,0,0,1,3,Ambulance,Bike lost control by over speed
508,02-05-2017,3:55 PM,headoncollision,2,2,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,1,0,0,Petrol Vehicle,The injured person shifted to MVJ Hospital
509,02-05-2015,6:30 AM,others,1,2 & 3,fourlane,straight,junction,fine,Bike over speed fault of Motor vehicle,2,0,0,0,Ambulance,The fatal body shifted to Jalappa Hospital
510,02-04-2018,4:00 AM,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Truck over speed and hit to LCV. Driver sleep,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Bhattarhalli
511,02-04-2017,3:00 PM,skidding,1,2 & 5,fourlane,slightcurve,junction,fine,car over speed and hit to two wheeler,2,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
512,02-03-2017,12:11 AM,overspeed,1,7,fourlane,straight,junction,fine,Vehicle over speed and hit to Road Pedestrian. Fault of Pedestrian,1,0,0,0,Petrol Vehicle,The fatal body shifted to Jalappa Hospital
513,02-02-2017,1:30 AM,headoncollision,3,3 & 5,fourlane,slightcurve,junction,fine,Multi axle hit to LCV,0,0,1,0,Petrol Vehicle,The minor injured and Traffic clear immediately
514,02-02-2016,1:45 PM,skidding,3,2 & 3,fourlane,straight,junction,fine,Car over speed vehicle out of control Self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital
515,02-12-2015,12:30 AM,skidding,3 & 4,2 & 3,fourlane,straight,junction,fine,Self accident Two wheeler,0,0,1,1,Petrol Vehicle,The injured person shited to Jalappa Hospital
516,02-12-2014,11:50 AM,overspeed,1,2 & 3,fourlane,straight,tjunction,fine,Two wheeler over speed and overturning to bus bike was skidding,3,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
517,02-01-2015,8:15 PM,others,2 & 4,2 & 3,fourlane,straight,junction,fine,Car tyer blast vehicle out of control,0,1,0,2,Ambulance,The injured person shifted to Jalappa Hospital
518,19-09-2017,2:35 PM,headoncollision,1,2 & 5,fourlane,straight,junction,fine,car over speed and hit to two wheeler,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
519,19-09-2015,9:00 PM,others,3,1,fourlane,straight,junction,fine,Drunk & Drive Two wheeler,0,0,1,0,Petrol Vehicle,The injured person shifted to SNR Hospital
520,19-08-2017,3:20 PM,skidding,2,2 & 3 & 5,fourlane,straight,junction,fine,Truck over speed and hit to Two wheeler,0,1,0,0,Petrol Vehicle,The injured person shifted to Private Hospital Hoskote
521,19-08-2015,9:45 PM,overspeed,1,2 & 3,fourlane,straight,junction,fine,Car hit to road crossing pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to SNR Hospital
522,19-08-2015,10:45 PM,headoncollision,2,1 & 2,fourlane,straight,junction,fine,Multi axle hit to car,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
523,19-06-2015,2:30 PM,others,3,2,fourlane,straight,junction,fine,Tata Ace,0,0,1,1,Ambulance,Tata Ace lost control by over speed (self accident)
524,19-05-2017,10:30 AM,overspeed,2,2 & 3,fourlane,straight,junction,fine,Car over speed and hit to car,0,1,0,0,Petrol Vehicle,The injured person shifted to Private Hospital Bhattarhalli
525,19-05-2016,8:10 PM,overspeed,3,2 & 5,fourlane,straight,junction,fine,LCV over speed and hit to LCV,0,0,3,0,Ambulance,The injured person shifted to Jalappa Hospital
526,19-05-2016,11:00 PM,headoncollision,3,2 & 9,fourlane,straight,junction,fine,Truck over speed and hit to Bus,0,0,2,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital
527,19-05-2015,3:50 PM,skidding,3 & 4,2 & 3,fourlane,straight,junction,fine,Multiaxle over speed and hit to the LCV,0,0,1,1,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
528,19-04-2018,9:00 AM,rightturncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to car,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
529,19-04-2018,9:00 AM,rightturncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to car,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
530,19-04-2017,12:10 AM,skidding,4,2,fourlane,straight,tjunction,fine,Auto over speed self accident,0,0,0,1,Petrol Vehicle,Traffic cleared immediately.
531,19-04-2017,11:10 AM,overspeed,4,2 & 9,fourlane,slightcurve,junction,fine,Car over speed self accident. Defects in mechanical condition,0,0,0,2,Petrol Vehicle,There is no injured. Traffic cleared immediately.
532,19-04-2014,10:30 PM,others,3,1,fourlane,straight,junction,fine,Truck,0,0,0,2,Ambulance/Petrol Vehicle,Truck driver was drunken and collided with car
533,19-03-2017,7:30 AM,overspeed,1,2,fourlane,straight,junction,fine,Unknown vehicle hit and run while road crossing,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Private Hospital Hoskote
534,19-03-2015,2:15 PM,overspeed,1,2 & 7,fourlane,slightcurve,tjunction,fine,Fault of road crossing pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital
535,19-02-2015,9:10 PM,others,1,1 & 2,fourlane,straight,junction,fine,Drunk & Drive,1,0,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital
536,19-12-2016,12:50 PM,overspeed,1 & 3,2 & 3 & 9,fourlane,straight,yjunction,fine,Car over speed self accident,1,0,2,0,Ambulance/Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital
537,19-12-2016,2:10 AM,headoncollision,1,5 & 9,fourlane,straight,junction,fine,Car over speed and hit to Car due to defect in mechanical conditions.,2,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
538,19-12-2015,8:55 PM,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and Hit to car,0,0,2,0,Petrol Vehicle,The injured person shifted to MVJ Hospital
539,19-12-2014,5:30 PM,others,2 & 3,9,fourlane,straight,junction,fine,The tractor vehicle some mechanical problem self accident,0,1,1,0,Ambulance/Petrol Vehicle,The injured person shifted to SNR Hospital
540,19-12-2014,5:45 AM,others,2 & 3,1 & 2,fourlane,straight,junction,fine,Self accident Drunk & Drive,0,1,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
541,19-11-2016,3:00 AM,skidding,2 & 3 & 4,2 & 9,fourlane,straight,junction,fine,Car over speed self accident. Defects in mechanical condition,0,1,2,3,Ambulance/Petrol Vehicle,The Major & Minor injured person shifted to Jalappa Hospital Kolar
542,19-11-2015,7:35 AM,headoncollision,3,2,fourlane,straight,junction,fine,Bus over speed and Hit to Tow wheeler,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital
543,19-11-2014,3:00 PM,headoncollision,3,2 & 5,fourlane,slightcurve,junction,fine,Car over speed and hit to the Water tanker,0,0,1,0,Petrol Vehicle,"The injured person shifted to Govt Hospital, Kolar"
544,19-10-2017,6:40 AM,headoncollision,3,2,fourlane,straight,junction,fine,Multi Axle hit to Two wheeler.,0,0,1,0,Ambulance/Petrol Vehicle,The minor injured and Traffic clear immediately
545,19-10-2014,2:00 PM,others,3,1,fourlane,straight,junction,fine,Self Accident Drunk & Drive,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to KR Puram Govt. Hospital
546,19-01-2018,3:25 PM,headoncollision,2,2 & 5 & 9,fourlane,straight,tjunction,fine,Car over speed and hit to Truck due to Defects in Mechanical condition,0,0,1,0,Ambulance,The injured person shifted to Jalappa Hospital Kolar
547,19-01-2016,10:40 PM,skidding,3,2 & 3,fourlane,straight,junction,fine,Car over speed self accident,0,0,1,0,Ambulance,The injured person shifted to Jalappa Hospital
548,19-01-2015,10:00 PM,others,3,2 & 3,fourlane,straight,junction,fine,Auto tyre blast vehicle out of control and upside to carriageway,0,0,1,3,Petrol Vehicle,The injured person shifted to MVJ Hospital
549,18-09-2017,1:05 PM,headoncollision,3,2,fourlane,straight,junction,fine,Truck over speed and hit to Car,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
550,18-09-2016,4:15 PM,headoncollision,1,1,fourlane,straight,junction,fine,Car over speed self accident Drunk & Drive,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital
551,18-09-2014,4:45 PM,skidding,2,4,fourlane,straight,junction,fine,Auto over speed and vehicle skidding in shoulder side driver fault,0,1,0,0,Ambulance,108 ambulance shifted to Govt Hospital Narsapura
552,18-08-2014,7:30 PM,overspeed,3 & 4,3,fourlane,straight,junction,fine,Car,0,0,2,3,Ambulance/Petrol Vehicle,"2-Minor, 3-Non injured. Helping Ambulance shifted to Jalappa Hospital."
553,18-07-2016,7:45 PM,skidding,1 & 3 & 4,2 & 3 & 5,fourlane,straight,junction,fine,LCV over speed self accident,1,0,1,2,Ambulance/Petrol Vehicle,The Fatal & Injured person shifted to Jalappa Hospital
554,18-07-2014,5:15 PM,others,1 & 2,1 & 2,fourlane,straight,junction,fine,Bike Drunk & Drive,2,1,0,0,Ambulance/Petrol Vehicle,Shifted to RL Jalappa Hospital Kolar
555,18-06-2016,10:38 PM,skidding,2,1 & 2,fourlane,straight,junction,cloudy,Two wheeler over speed self accident,0,1,0,0,Ambulance,The injured person shifted to MVJ Hospital
556,18-06-2016,11:40 PM,overspeed,1,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to Tractor,1,0,0,0,Ambulance,The fatal body shifted to MVJ Hospital
557,18-04-2017,9:45 AM,headoncollision,3,2 & 4,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
558,18-04-2017,10:30 PM,headoncollision,2,2 & 5,fourlane,slightcurve,junction,fine,Car over speed hit to Truck,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital
559,18-04-2014,5:20 PM,others,2,1,fourlane,straight,junction,fine,Bike Rider,0,2,1,0,Ambulance/Petrol Vehicle,Triple riding on bike and the bike rider was drunken self accident
560,18-03-2017,1:55 PM,headoncollision,3,2,fourlane,straight,junction,fine,Car over speed and hit to car,0,0,3,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar
561,18-03-2016,12:35 AM,headoncollision,1 & 3,2 & 5,fourlane,straight,tjunction,fine,Bus driver driving wrong route and hit to Bus,1,0,13,0,Ambulance/Petrol Vehicle,The fatal body and injured person shifted to Jalappa Hospital
